13,1,1,29.839917758715,0.24866618025541
27,1,2,24.3658704571279,0.473781193468805
38,1,3,25.8981002322192,0.359696124315269
57,1,4,16.663075710231,0.324004509124558
58,1,5,10.7568264350156,0.0896402920039731
93,1,6,26.9946678888512,0.524896739978051
1,2,7,14.1791066905707,0.196932194914668
14,2,8,17.0162297648961,0.141802028148999
18,2,9,20.0265032737611,0.278146101318941
26,2,10,21.5798453527796,0.419608439768309
38,2,11,16.6601927392913,0.138835050562046
42,2,12,20.0468841035586,0.389800836076281
50,2,13,20.1563285948558,0.391928925109529
60,2,14,21.1695894568857,0.352826773209288
80,2,15,19.733471226432,0.383706691923507
90,2,16,23.9120923090447,0.199267595322654
4,3,17,21.1176550553606,0.410621399017757
15,3,18,20.5597768270078,0.171331610623577
41,3,19,14.9303066189579,0.207365535600044
50,3,20,20.4931972080741,0.28462796670322
58,3,21,19.3728079159784,0.16144019511854
60,3,22,22.4558351042236,0.436641587450671
65,3,23,24.0761931365062,0.334391838853622
73,3,24,15.1213222712181,0.29402594604981
93,3,25,24.0423731283783,0.400706539371281
18,4,26,26.1798730487056,0.436331566543401
21,4,27,25.0363931238756,0.347727960458196
30,4,28,24.8288733198129,0.20690744319093
31,4,29,22.7208159053571,0.44179399603908
33,4,30,27.5005516018337,0.229171446685625
34,4,31,23.3517485369544,0.194598060152943
35,4,32,19.0865296644074,0.318109082227186
39,4,33,20.9978941757458,0.291637652417516
51,4,34,12.3031868502825,0.102526639106933
57,4,35,9.5335160955527,0.158892062039426
66,4,36,25.5526174177514,0.425877297664089
69,4,37,18.9785888010057,0.369028410797603
70,4,38,13.2519280604971,0.184054703639438
77,4,39,16.0270954415104,0.133559235526556
79,4,40,22.8032271093974,0.380054089199651
1,5,41,14.6081019286414,0.202890466876708
2,5,42,22.2401181145494,0.185334465888699
8,5,43,23.5488960951789,0.196240957785798
14,5,44,19.4829280969688,0.324715728055188
40,5,45,22.7342284691,0.378904110941379
44,5,46,18.6353006786389,0.155294296557329
50,5,47,19.1725655063116,0.266285845060612
57,5,48,20.8523143578764,0.405461992439154
58,5,49,21.047966760985,0.409266347765302
60,5,50,28.6559865049139,0.557200183355338
63,5,51,15.1300577013962,0.29419580177249
66,5,52,16.2123093723946,0.270205372370701
67,5,53,20.2095014047054,0.336825292871776
84,5,54,19.1417864916087,0.265858358403304
6,100,55,17.0772270026901,0.284620677741196
20,6,56,16.7403325492937,0.232504804743885
24,6,57,16.7689594566842,0.139741440598765
28,6,58,11.3435477224583,0.189059279954941
40,6,59,18.1304904139423,0.251812568310203
